paper_id,query_id,source_db,title,authors,year,venue,url_or_doi,abstract,keywords,v1_decision,v1_reason
TS2EN7WY,Q01,DOI.org (Crossref),2nd International Conference on Digital Sovereignty: ICDS 2025,,2026,Springer Nature Switzerland,https://doi.org/10.1007/978-3-032-21524-6,,,EXCLUDE,EC4: Conference front matter/proceedings overview lacking an empirical study or abstract.
AGYFT32V,Q01,Google Scholar,Technological Evolution of Strategic Security Infrastructure: Transitioning from Reactive Models to Predictive Intelligence,"Flor-Unda, Omar; Puga, David; Alomoto, Hugo; Eguez, Gabriela; Chango, Xavier; Fabara, David; Villao, Freddy; Toapanta, Carlos",2026,Technologies,https://www.mdpi.com/2227-7080/14/7/446,,,EXCLUDE,EC4: Lacks experimental datasets or empirical evaluation of text classification models.
Z3Z5SBQB,Q01,Google Scholar,Comparative Experimental Studies on Superior Cognitive Domains: AI Versus Humans,"Raquel, Ayala-Carabajo; Llerena-Izquierdo, Joe",2026,Technologies,https://pdfs.semanticscholar.org/d05a/fd88c5511aba6ff2e4bd15e08b2856638725.pdf,,,EXCLUDE,EC4: General cognitive comparison paper lacking specific empirical datasets for scam or spam detection.
3TRKQVRL,Q01,Google Scholar,The Decalogy on Artificial Intelligence: Ten Papers in Four Movements,"Ahn, Kyungae",2026,Available at SSRN 6399740,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6399740,,,EXCLUDE,EC4: Theoretical or editorial collection overview lacking empirical evaluation.
N6TI9ESZ,Q01,Google Scholar,"Language as the Semantic Bridge in Audio, Music, and Multimodal Artificial Intelligence: A Systematic Review (2021-2025)","Ratnasari, Novia; Wibawa, Aji Prasetya",2026,Buletin Ilmiah Sarjana Teknik Elektro,https://journal2.uad.ac.id/index.php/biste/article/view/15564,,,EXCLUDE,"EC4: Systematic review focusing on audio, music, and multimodal AI rather than scam message text classification."
XLGAMEXE,Q01,DOI.org (Crossref),"Digital Transformation in Government: Insights, Experiences and Best Practices","Liebowitz, Kenny; Liebowitz, Jay",2026,WORLD SCIENTIFIC,https://doi.org/10.1142/14470,,,EXCLUDE,EC4: Book chapter or proceedings overview lacking experimental dataset and empirical evaluation.
2KQZ8NMC,Q01,DOI.org (Crossref),Civilizational dissonance: Alexander Dugin and the limits of Sino-Russian ideological convergence,"Laruelle, Marlene; Liu, Victor",2026,Studies in East European Thought,https://doi.org/10.1007/s11212-025-09825-8,,,EXCLUDE,EC1: Focuses on political ideology and civilizational dissonance rather than scam message classification or text mining.
TL4V5ARW,Q01,arXiv.org,SpokenUS: A Spoken User Simulator for Task-Oriented Dialogue,"Lee, Jonggeun; Pyo, Junseong; Park, Jeongmin; Jo, Yohan",2026,arXiv,https://doi.org/10.48550/arXiv.2603.16783,"Robust task-oriented spoken dialogue agents require exposure to the full diversity of how people interact through speech. Building spoken user simulators that address this requires large-scale spoken task-oriented dialogue (TOD) data encompassing spoken user behaviors, yet existing datasets are limited in scale and domain coverage, with no systematic pipeline for augmenting them. To address this, we introduce \textbf{SpokenTOD}, a spoken TOD dataset of 52,390 dialogues and 1,034 hours of speech augmented with four spoken user behaviors -- cross-turn slots, barge-in, disfluency, and emotional prosody -- across diverse speakers and domains. Building on SpokenTOD, we present \textbf{SpokenUS}, a spoken user simulator grounded in TOD with a dedicated architecture for barge-in. SpokenUS achieves comparable goal coverage to significantly larger models while substantially outperforming all baselines in Human MOS, disclosing slot values gradually across the dialogue as humans do rather than front-loading them. Further analysis confirms that SpokenUS's spoken behaviors pose meaningful challenges to downstream agents, making it a practical tool for training and evaluating more robust spoken dialogue systems.",Computer Science - Computation and Language,EXCLUDE,EC1: Focuses on task-oriented spoken dialogue systems and user simulators rather than scam message classification.
3WRPIW9X,Q01,Google Scholar,Neuro-semantic graph fusion for explainable depression risk trajectory mapping using a graph-enhanced RoBERTa framework,"Karthiga, M.; Joseph, Emerson Raja; Patil, Subhash; Saranya, K.",2026,Frontiers in Artificial Intelligence,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2026.1854179/full,,,EXCLUDE,EC1: Focuses on depression risk trajectory mapping rather than scam message classification.
GBHNPWP3,Q01,Google Scholar,The Impact of Organizational Culture Factors on Employee Attitudes Towards Artificial Intelligence Among United States Small Businesses,"Matikke, Jenae",2026,Lincoln Memorial University,https://search.proquest.com/openview/db019b46abeb9e884eff6a19a8d9a17f/1?pq-origsite=gscholar&cbl=18750&diss=y,,,EXCLUDE,EC4: Purely organizational study lacking technical machine learning evaluation for scam detection.
BVDIIMI4,Q01,Google Scholar,Impact of Using Multi-Language Tools at the Workplace,"Dasari, Soumya",2026,Geh press,https://books.google.com/books?hl=vi&lr=&id=AWncEQAAQBAJ&oi=fnd&pg=PA7&dq=(%22LLM%22+OR+%22LLM+prompting%22+OR+%22LLMs%22+OR+%22Large+Language+Model%22)+AND+(%22Vietnamese%22+OR+%22Vietnam%22)+AND+(%22scam%22+OR+%22phishing%22+OR+%22smishing%22+OR+%22spam%22)+AND+(%22message%22+OR+%22SMS%22+OR+%22text+classification%22)&ots=LjiFym32kc&sig=LrFBs2Xp2n2nXBfLUwA266DnHjA,,,EXCLUDE,EC4: Lacks machine learning methodology and empirical evaluation relevant to scam message classification.
XTPAVCLC,Q01,Google Scholar,Abbreviation disambiguation for domain-specific short texts,"Wegh, Alex",2026,,https://studenttheses.uu.nl/items/3e2c762c-f03e-4190-a2d5-78f800c303db,,,EXCLUDE,EC1: Focuses generally on abbreviation disambiguation rather than scam message classification.
JGUXXRLG,Q01,Google Scholar,Digital Companies,"Bala, Anandadeep",2026,AI-Powered Entrepreneurial Marketing and Communication,https://books.google.com/books?hl=vi&lr=&id=PUnXEQAAQBAJ&oi=fnd&pg=PA389&dq=(%22LLM%22+OR+%22LLM+prompting%22+OR+%22LLMs%22+OR+%22Large+Language+Model%22)+AND+(%22Vietnamese%22+OR+%22Vietnam%22)+AND+(%22scam%22+OR+%22phishing%22+OR+%22smishing%22+OR+%22spam%22)+AND+(%22message%22+OR+%22SMS%22+OR+%22text+classification%22)&ots=hu_koYS0LR&sig=Nf2blmx3MEQh46_fvl8JoEWC6cw,,,EXCLUDE,EC4: Purely theoretical or non-technical business paper lacking empirical machine learning evaluation.
TRYP827V,Q01,arXiv.org,A Review of Fairness and A Practical Guide to Selecting Context-Appropriate Fairness Metrics in Machine Learning,"Barr, Caleb J. S.; Erdelyi, Olivia; Docherty, Paul D.; Grace, Randolph C.",2026,arXiv,https://doi.org/10.48550/arXiv.2411.06624,"Recent regulatory proposals for artificial intelligence emphasize fairness requirements for machine learning models. However, precisely defining the appropriate measure of fairness is challenging due to philosophical, cultural and political contexts. Biases can infiltrate machine learning models in complex ways depending on the model's context, rendering a single common metric of fairness insufficient. This ambiguity highlights the need for criteria to guide the selection of context-aware measures, an issue of increasing importance given the proliferation of ever tighter regulatory requirements. To address this, we developed a flowchart to guide the selection of contextually appropriate fairness measures. Twelve criteria were used to formulate the flowchart. This included consideration of model assessment criteria, model selection criteria, and data bias. We also review fairness literature in the context of machine learning and link it to core regulatory instruments to assist policymakers, AI developers, researchers, and other stakeholders in appropriately addressing fairness concerns and complying with relevant regulatory requirements.",Computer Science - Artificial Intelligence,EXCLUDE,EC1: Focuses on machine learning fairness metrics and regulatory compliance rather than scam message classification.
RX3KSXPA,Q01,Google Scholar,Employee Adoption of Generative AI Tools Evidence from Nordic Financial Services and Telecommunications Firms,"Kuoppala, Aada; Tolmunen, Iida",2026,,https://gupea.ub.gu.se/items/e652fb05-bb00-4264-ad98-d62174961a8b,,,EXCLUDE,EC4: Lacks empirical text classification methodology or PICO scam message detection focus.
IJHQRIGA,Q01,Google Scholar,Decentralization and Digital Infrastructures in the Financial Sector,"BRENNECKE, Martin",2026,Unilu-University of Luxembourg [Interdisciplinary Centre for Security …,https://orbilu.uni.lu/handle/10993/68541,,,EXCLUDE,EC4: Irrelevant topic lacking PICO alignment and empirical text evaluation.
9TKP2YHB,Q01,Google Scholar,AI in Journalism: Automation and Ethics,"Pathak, Sumit",2026,Educohack Press,https://books.google.com/books?hl=vi&lr=&id=1YjzEQAAQBAJ&oi=fnd&pg=PT6&dq=(%22LLM%22+OR+%22LLM+prompting%22+OR+%22LLMs%22+OR+%22Large+Language+Model%22)+AND+(%22Vietnamese%22+OR+%22Vietnam%22)+AND+(%22scam%22+OR+%22phishing%22+OR+%22smishing%22+OR+%22spam%22)+AND+(%22message%22+OR+%22SMS%22+OR+%22text+classification%22)&ots=x3WxB2z8JM&sig=eKqG_HHP5sFr6Zs-mTPaDW35AL8,,,EXCLUDE,EC4: Irrelevant topic focusing on journalism rather than scam message detection.
SGM8DXRN,Q01,Google Scholar,Create an account,"a Tailored, Why Magento Stores Need; Strategy, Recovery",2026,Pest Control,https://worldfinancialreview.com/page/10/?p=l,,,EXCLUDE,EC4: Non-scholarly or uninformative metadata artifact lacking scientific content.
DSJZ65B8,Q01,DOI.org (Crossref),Related Work and Technical Foundations,"Lin, Zehang; Li, Qing",2026,Multimodal Event Detection on Social Media,https://doi.org/10.1007/978-3-032-20416-5_2,,,EXCLUDE,EC4: Lacks specific empirical data or targeted PICO focus on Vietnamese scam message classification.
2Q9E8RPR,Q01,DOI.org (Crossref),"Privacy‐Aware Federated Recommender Systems for IoT Healthcare: A Review of Computational Methods, Multimodality, and Optimization for Real‐Time Personalization","R. N., Ravikumar; Ahmad, R. Badlishah; Balaji, Prasanalakshmi; Rahayu, Syarifah Bahiyah",2026,Applied Computational Intelligence and Soft Computing,https://doi.org/10.1155/acis/4797749,"The rapid increase in the number of internet of things (IoT) devices in the healthcare sector has produced an ecosystem of multimodal data that includes physiological signals, behavioral measurements, and electronic health records. Nevertheless, centralized analytics are dangerous to the privacy and safety of patient data. Federated learning (FL) has become a prospective paradigm of decentralized intelligence, which allows the joint training of models without providing actual data. The review is a systematic review of research published during the 2020–2025 period on privacy‐preserving federated recommender systems for healthcare applications in IoT. With the PRISMA protocol, the studies of interest are categorized under five thematic aspects: (i) privacy preservation techniques including differential privacy, secure aggregation, and homomorphic encryption, (ii) personalization and model optimization approaches, (iii) multimodal fusion systems, (iv) communication efficiency systems, and (v) metrics of evaluation in real‐time implementation. As the analysis indicates, hybrid privacy models and adaptive optimization can make a major contribution to the improvement of personalization and scalability, but the issue remains in the manner of providing efficient communication and fairness between heterogeneous clients. In addition, the paper identifies open research directions, including quantum‐resilient security and the integration of edge intelligence and sustainability‐monitoring model training. The results of this review provide a single taxonomy, benchmarking standards, and a research direction for future studies to improve trustworthy, real‐time, and privacy‐compliant recommender systems in healthcare IoT settings.",,EXCLUDE,EC1: Focuses on IoT healthcare recommender systems and federated learning rather than scam message classification.
JWMFCXNK,Q01,Google Scholar,"The Wisdom and Wealth Solution: Unlocking the Secrets of Happiness, Purpose, and Financial Security with LIVING360","Ansari, Feroz",2026,Greenleaf Book Group,https://books.google.com/books?hl=vi&lr=&id=vzfZEQAAQBAJ&oi=fnd&pg=PT7&dq=(%22LLM%22+OR+%22LLM+prompting%22+OR+%22LLMs%22+OR+%22Large+Language+Model%22)+AND+(%22Vietnamese%22+OR+%22Vietnam%22)+AND+(%22scam%22+OR+%22phishing%22+OR+%22smishing%22+OR+%22spam%22)+AND+(%22message%22+OR+%22SMS%22+OR+%22text+classification%22)&ots=cGgZh0JNuH&sig=u6T23iLN4OwLYVzBStxrb6n1PK8,,,EXCLUDE,EC4: Irrelevant non-technical book or guide lacking empirical NLP evaluation.
phuc2025fraudtrace,Q02,Google Scholar,FraudTrace: Verifying Fraudulent News to Prevent Online Scam Campaigns via a Multi-agent LLM-Based System,NH Phuc; BTH Dang; NH Quyen; PT Duy,2025,International Conference on …,https://link.springer.com/chapter/10.1007/978-981-95-6419-4_13,"To adapt pre-trained LLMs for the Vietnamese fake news detection task under resource When a suspicious message is flagged, the system not only provides a clear label but also",,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4)
saias2025advances,Q02,Google Scholar,Advances in NLP techniques for detection of message-based threats in digital platforms: A systematic review,J Saias,2025,Electronics,https://www.mdpi.com/2079-9292/14/13/2551,"Studies that worked on phishing detection employed LLMs with prompts and contextual embeddings [16,17], ML with RF, SVM, etc. [19,20], and deep learning with autoencoders [18].",,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4)
weinz2025the,Q02,Google Scholar,The impact of emerging phishing threats: Assessing quishing and llm-generated phishing emails against organizations,M Weinz; N Zannone; L Allodi,2025,Proceedings of the 20th …,https://dl.acm.org/doi/abs/10.1145/3708821.3736195,a LLM with OSINT to craft targeted phishing emails. Our assessment reveals that even employees with prior phishing On sms phishing tactics and infrastructure. In IEEE Symposium on,,EXCLUDE,EC1: Focuses on assessing LLM-generated phishing emails and organizational impact rather than message classification detection algorithms.
duc2025phishing,Q02,Google Scholar,Phishing Website Detection via Multimodal Learning and Retrieval-Augmented Reasoning,DM Duc; NDH Son; PT Duy,2025,2025 RIVF International …,https://ieeexplore.ieee.org/abstract/document/11365186/,", SMS, voice calls, and QR codes, with smishing identified as a leading variant [3]. Phishing We enhance interpretability by integrating LLM-based reasoning, enabling clear and human",,EXCLUDE,EC1: Focuses on phishing website detection via multimodal learning rather than text message/SMS scam classification.
kytidou2025machine,Q02,Google Scholar,"Machine learning techniques for phishing detection: A review of methods, challenges, and future directions",E Kytidou; T Tsikriki; G Drosatos,2025,Intelligent Decision …,https://journals.sagepub.com/doi/abs/10.1177/18724981251366763,"Smishing (SMS phishing) involves sending fraudulent text trust SMS messages more than emails, making smishing an many open-source LLMs perform competitively on phishing URL",,EXCLUDE,Pending Title and Abstract screening review
chau2025vitrustkol,Q02,Google Scholar,ViTrustKOL: A Vietnamese Dataset for Consumer Trust Classification Toward Key Opinion Leaders,H Chau; LT Le; PC Lam; ATH Nguyen; TH Do,2025,… on Information and …,https://link.springer.com/chapter/10.1007/978-981-92-2584-2_24,", such as text classification, named entity recognition, and sentiment analysis in Vietnamese, the use of large language models (LLMs) in performing aspect-based sentiment analysis (",,EXCLUDE,EC1: Focuses on consumer trust classification toward Key Opinion Leaders rather than scam or phishing message detection.
sankaine2025an,Q02,Google Scholar,An english-swahili email spam detection model for improved accuracy using convolutional neural networks,L Sankaine; JG Ndia; D Kaburu,2025,Mesopotamian …,https://map.researchcommons.org/mjcs/vol5/iss2/17/,"study on email spam detection via large language models (LLMs), rules for spam detection in the Chinese, Vietnamese, and hybrid deep learning method for multilingual spam SMS",,EXCLUDE,Pending Title and Abstract screening review
luo2025lpdetective,Q02,Google Scholar,LPDetective: Dusting the LLM Chats for Prompt Template Abusers.,Y Luo; Q Shen; Z Wu,2025,IJCAI,https://ijcai-preprints.s3.us-west-1.amazonaws.com/2025/8107.pdf,"We randomly sampled 118,000 messages and labeled each message as either bot or Community targeted phishing: A middle ground between massive and spear phishing through",,EXCLUDE,EC1: Focuses on prompt template abusers in LLM chats rather than spam/scam message text classification.
sbei2025assessing,Q02,Google Scholar,Assessing the efficiency of transformer models with varying sizes for text classification: A study of rule-based annotation with DistilBERT and other transformers,A Sbei; K ElBedoui; W Barhoumi,2025,Vietnam Journal of Computer …,https://www.worldscientific.com/doi/abs/10.1142/S2196888824500209,"Likewise, in spam detection, it LLMs such as LLaMA-3 70B and GPT-4o, one of OpenAI's largest models, our annotation method showed prominent results compared to prompting LLMs",,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4)
suong2025graphbeam,Q02,Google Scholar,Graph–Beam Retriever: A Lightweight Framework for Evidence Selection in Vietnamese Fact Verification,TPM Suong; NTT Nha; B Vo; DM Hoa,2025,… Conference on Intelligent …,https://link.springer.com/chapter/10.1007/978-981-95-3358-9_34,"els (LLMs) in low-resource languages such as Vietnamese, GBR typed edges and relationaware message passing, but inherits integration for spam reviews detection on",,EXCLUDE,EC3: Focuses on fact verification rather than scam or spam message classification.
nguyen2025a,Q02,Google Scholar,A weakly supervised data labeling framework for machine lexical normalization in vietnamese social media,DH Nguyen; ATH Nguyen; K Van Nguyen,2025,Cognitive Computation,https://link.springer.com/article/10.1007/s12559-024-10356-3,"classification of spam reviews in Vietnamese. Various : spam detection (Task 1) and spam classification (Task 2). Furthermore, to assess the impact of lexical normalization on an LLM,",,EXCLUDE,EC1: Focuses on lexical normalization and spam reviews rather than scam messages or phishing.
mischinger2025lost,Q02,Google Scholar,Lost in translation: analyzing non-English cybercrime forums,M Mischinger; J Hughes; F Vitiugin,2025,… on Electronic Crime …,https://ieeexplore.ieee.org/abstract/document/11327989/,", Russian, Spanish, and Vietnamese. We recruit domain experts To facilitate translation using LLMs, we design custom We also see posts involving spam or automation misclassified",,EXCLUDE,EC4: Lacks empirical evaluation and specific performance metrics for scam message classification.
johnson2025the,Q02,Google Scholar,The dangers of indirect prompt injection attacks on LLM-based autonomous web navigation agents: A demonstration,S Johnson; V Pham; T Le,2025,… of the 2025 Conference on Empirical …,https://aclanthology.org/2025.emnlp-demos.55/,"This work demonstrates that LLM-based web browsing AI agents offer powerful automation phishing emails, use scam websites, and follow hidden instructions on web pages. With LLM",,EXCLUDE,EC1: Focuses on indirect prompt injection vulnerabilities in web navigation agents.
johnson2025manipulating,Q02,Google Scholar,Manipulating llm web agents with indirect prompt injection attack via html accessibility tree,S Johnson; V Pham; T Le,2025,arXiv preprint arXiv:2507.14799,https://arxiv.org/abs/2507.14799,"This naturally makes web navigation agents susceptible to IPI attacks, because the LLM force the LLM agent to download malware, click on advertisements, redirect to phishing pages,",,EXCLUDE,EC1: Focuses on prompt injection attacks on web agents rather than scam classification.
wangchuk2025multimodal,Q02,Google Scholar,Multimodal phishing detection on social networking sites: A systematic review,T Wangchuk; T Gonsalves,2025,IEEE Access,https://ieeexplore.ieee.org/abstract/document/11036089/,"of phishing are gaining traction, such as SMS Phishing ( that phishing emails, phishing URLs, and phishing websites are Phishing through SMS and voice is gaining traction. Recently,",,EXCLUDE,EC4: It is a systematic review rather than a primary empirical evaluation comparing LLMs and PhoBERT.
pham2025precision,Q02,Google Scholar,PRECISION: A Structured Prompting Framework for Optimizing Large Language Model Interactions,T Pham; HP Thanh,2025,… on Applying New Technology in Green …,https://ieeexplore.ieee.org/abstract/document/11142139/,"large language models (LLMs). PRECISION helps enhance the accuracy and control of LLM outputs, through Do not include traditional phishing methods unless necessary for contrast.",,EXCLUDE,EC3: Focuses on a general prompting framework optimization rather than scam message classification.
hoang2025an,Q02,Google Scholar,An ontology-based representation of knowledge for specifying ransomware behavior,MD Hoang; DA Nguyen; NH Nguyen,2025,… on Digital Arts …,https://ieeexplore.ieee.org/abstract/document/10962021/,"For instance, on March 25, 2024, VNDirect, a Vietnamese Attackers send the phishing message to the victim. This may Integrating data from real-world ransomware attacks into LLM",,EXCLUDE,EC1: Focuses on ransomware behavior representation using ontologies.
heiding2025can,Q02,Google Scholar,Can AI Models be Jailbroken to Phish Elderly Victims? An End-to-End Evaluation,F Heiding; S Lermen,2025,arXiv preprint arXiv:2511.11759,https://arxiv.org/abs/2511.11759,"Figure 3: Outcomes of our phishing study grouped by LLM model. Error bars represent 95% unexplored other attack vectors such as SMS phishing, voice-based social engineering, or at",,EXCLUDE,EC1: Focuses on jailbreaking LLMs to generate phishing content rather than classifying scam messages.
alsufyani2025a,Q02,Google Scholar,A Deep Learning for Arabic SMS Phishing Based on URLs Detection.,S Alsufyani; S Alajmani,2025,International Journal of Advanced …,https://openurl.ebsco.com/contentitem/gcd:182970516?sid=ebsco:plink:crawler-gcd&id=ebsco:gcd:182970516&crl=c&jrnl=2158107X,evaluate the efficiency of spam detection in Vietnamese SMS. The results LLMs) approach that was refined and optimized. The benchmark SMS spam dataset was used to detect spam,,EXCLUDE,Pending Title and Abstract screening review
mohawesh2025a,Q02,Google Scholar,A new multilingual framework for fake reviews detection based on a large language model: R. mohawesh et al.,R Mohawesh; AA AlQarni; SM Alkhushayni,2025,The Journal of …,https://link.springer.com/article/10.1007/s11227-025-07636-6,"spam take note of these shifts and work to refine their deceitful methods. For financial gain or competitive advantage, spam of 17 A dataset tailored to Vietnam was created and used to",,EXCLUDE,EC1: Focuses on fake review detection rather than spam or scam message classification.
lent2025nlp,Q02,Google Scholar,"NLP Security and Ethics, in the Wild",H Lent; E Galinkin; Y Chen; JM Pedersen,2025,Transactions of the …,https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00762/131583,Securing large language models (LLMs) and NLP technology in general has not been a priority until recently. Yet mass adoption of this technology has led to deployment in contexts,,EXCLUDE,EC4: Purely theoretical or discussion paper lacking empirical evaluation on scam detection.
dinga2025modeling,Q02,Google Scholar,Modeling and Mitigating Computational Disinformation: A Modular Language-Informed Framework for Cross-Platform Bot Detection,K Dinga,2025,,https://search.proquest.com/openview/34d5bb8cda4ceb9f52ca8ba59c3325eb/1?pq-origsite=gscholar&cbl=18750&diss=y,Social bots powered by large language models (LLMs) have by LLMs have already appeared; recent reports document LLMs can be part of algorithmic manipulation beyond content,,EXCLUDE,EC1: Focuses on cross-platform social bot detection rather than scam message or phishing classification.
winninger2025using,Q02,Google Scholar,Using mechanistic interpretability to craft adversarial attacks against large language models,T Winninger; B Addad; K Kapusta,2025,arXiv preprint arXiv:2503.06269,https://arxiv.org/abs/2503.06269,Traditional white-box methods for creating adversarial perturbations against LLMs typically rely only on and refusal within an LLM - a boundary we will later exploit to achieve jailbreaks.,,EXCLUDE,EC1: Focuses on crafting adversarial attacks and mechanistic interpretability of LLMs rather than scam detection.
susanto2025a,Q02,Google Scholar,"A multi-labeled dataset for indonesian discourse: Examining toxicity, polarization, and demographics information",L Susanto; MI Wijanarko; PA Pratama,2025,Findings of the …,https://aclanthology.org/2025.findings-acl.966/,"Preprocessing involved quality filtering (removing duplicates, spam, and advertisements 4 where we report the averaged results, whereas LLMs were evaluated in a zero-shot setup",,EXCLUDE,"EC1: Focuses on toxicity, polarization, and demographics in Indonesian discourse rather than scam/phishing classification."
garcia2025concept,Q02,Google Scholar,Concept drift adaptation in text stream mining settings: A systematic review,CM Garcia; R Abilio; AL Koerich; AS Britto Jr,2025,ACM Transactions on …,https://dl.acm.org/doi/abs/10.1145/3704922,"be applied in tasks such as sentiment analysis, and spam detection. One advantage of the exemplified by chatbots and Large Language Models (LLMs) like ChatGPT. Concept drift in",,EXCLUDE,EC4: Systematic review on concept drift adaptation rather than a primary empirical study on scam classification.
przybya2025verifying,Q02,Google Scholar,Verifying the robustness of automatic credibility assessment,P Przybyła; A Shvets; H Saggion,2025,Natural Language Processing,https://www.cambridge.org/core/journals/natural-language-processing/article/verifying-the-robustness-of-automatic-credibility-assessment/5BB6FBE74C9DD678AF4C6E08EB9C822F,"Text classification methods have been widely investigated as a way to detect content of low credibility: fake news, social media bots, propaganda, etc. Quite accurate models (likely",,EXCLUDE,"EC1: Focuses on general credibility assessment (fake news, propaganda) rather than scam or phishing message classification."
neumann2025acm,Q02,Google Scholar,ACM Risks Forum Quarterly Summary,PG Neumann,2025,ACM SIGSOFT Software Engineering Notes,https://dl.acm.org/doi/abs/10.1145/3743095.3743096,- The information regarding the fault was hidden at the end of a lengthy message starting If users won’t read the entire message they won’t be led to ignore the malfunction indicator.,,EXCLUDE,"EC4: Purely theoretical or discussion summary lacking experimental datasets, ML models, or empirical evaluation."
akhtarshenas2025chatgpt,Q02,Google Scholar,ChatGPT or a silent everywhere helper: A survey of large language models,A Akhtarshenas; A Dini; N Ayoobi,2025,arXiv preprint arXiv:2503.17403,https://arxiv.org/abs/2503.17403,"Previous surveys on LLM and their gaps In this section, we to be used for text classification and sentiment analysis [12], Their study centers on a NLI task in the Vietnamese language,",,EXCLUDE,EC1: Focuses on general Natural Language Inference (NLI) tasks in Vietnamese rather than spam or scam message detection.
kalmani2025ai,Q02,Google Scholar,AI vs. human writing: developing a novel method for text authenticity detection in education,VH Kalmani; AC Adamuthe; AP Gondil; VP Patil,2025,Int. J. Mod. Educ …,https://sciup.org/file/15019764/IJMECS-V17-N3-4.pdf,The study of machine learning models for detecting spam in YouTube comments shows the A review of the use of LLMs such as GPT-3 in creative tasks reveals that while LLMs perform,,EXCLUDE,EC1: Focuses on text authenticity detection in education and YouTube comment spam rather than phishing/scam detection.
kim2025text,Q02,Google Scholar,Text Overlap: An LLM with Human-like Conversational Behaviors,JW Kim; M Chang; JY Bak,2025,Proceedings of the Third Workshop on …,https://aclanthology.org/2025.sicon-1.10/,"We construct a synthetic dataset for these tasks and train OverlapBot, an LLM-driven chatbot designed to engage in text-based overlapping interactions. Quantitative and qualitative",,EXCLUDE,EC1: Focuses on conversational chatbots and text overlapping behaviors rather than scam message classification.
freeman2025exploitation,Q02,Google Scholar,Exploitation for All: The Factors that Enable Pig Butchering Schemes to Weaponize Cybersecurity's Weakest Link,M Freeman,2025,,https://scholarworks.boisestate.edu/interdisc_gradproj/7/,"(LLM) such as ChatGPT has made it easier for scammers to engage with their targets, and lowers the skill barrier needed to scam [ as the scammers regularly message their target, often",,EXCLUDE,EC4: Purely theoretical or discussion paper analyzing scam schemes (pig butchering) without an empirical ML evaluation framework.
khvatskii2025classaware,Q02,Google Scholar,Class-aware contrastive optimization for imbalanced text classification,G Khvatskii; N Moniz; KD Doan; NV Chawla,2025,Discover Data,https://link.springer.com/article/10.1007/s44248-025-00064-0,methods based on LLM fine-tuning show that often fail in cases where not enough data is available. of imbalance classification in text data by combining contrastive learning with LLMs.,,EXCLUDE,EC1: Addresses general imbalanced text classification via contrastive optimization rather than specific scam or phishing message detection.
tom2025survey,Q02,Google Scholar,"Survey of federated learning for cyber threat intelligence in industrial IoT: techniques, applications and deployment models",AK Tom; A Khraisat; T Jan; M Whaiduzzaman,2025,Future Internet,https://www.mdpi.com/1999-5903/17/9/409,"Phishing and spam attacks are persistent threats in IIoT environments, often leveraging email, SMS , R.; Jacobsen, HA Federated fine-tuning of llms on the very edge: The good, the bad,",,EXCLUDE,EC1: Focuses on federated learning for industrial IoT cyber threat intelligence rather than consumer-facing scam message classification.
nguyen2025decoding,Q02,Google Scholar,Decoding market sentiment: the power of ChatGPT in explaining Bitcoin returns from X data,BT Nguyen; TT Chu; SX Ha; AT Nguyen,2025,China Finance Review …,https://www.emerald.com/cfri/article/doi/10.1108/CFRI-05-2024-0278/1301717,Our paper contributes to the growing literature on LLMs and their applications in the This step also involved the use of Twitter’s advanced search operators to exclude irrelevant or spam,,EXCLUDE,EC1: Focuses on Bitcoin returns and financial market sentiment analysis rather than scam message classification.
kyhk2025enhancing,Q02,Google Scholar,Enhancing large language model performance in the context of Espoo's climate actions utilizing open-source data,A Käyhkö,2025,,https://lutpub.lut.fi/handle/10024/169723,"This is where a large language model (LLM) could be leveraged This study examines different LLM enhancement methods that Six enhanced LLMs were built, leveraging 21 Espoo’s",,EXCLUDE,EC1: Focuses on climate actions and municipal open data rather than scam message detection.
hort2025large,Q02,Google Scholar,Large Language Models: A Survey of Surveys,M Hort; F Vallecillos-Ruiz; L Moonen,2025,,https://hal.science/hal-05341748/,"of LLM publications, and the number of surveys on LLM For example, someone interested in the use of LLMs for the the use of LLMs for malicious intents, such as writing spam",,EXCLUDE,EC4: General survey paper on LLMs without specific empirical evaluation of scam message classification models.
kattamuri2025human,Q02,Google Scholar,Human trafficking plus crypto scamming equals crypto slavery: solving the crytoslavery crimes dilemma,N Kattamuri; A Klein,2025,… Journal of Research in Humanities and …,https://olympusopen.com/journals/index.php/ijrhss/article/view/63,"Europol highlighted that Large Language Models (LLMs) like In Vietnam, a Vietnamese man was allegedly smuggled It then asks if it can include the message in a national scam",,EXCLUDE,Pending Title and Abstract screening review
